time_utc,CE_ma_cm,WC_ma_cm,WE_ma_cm,Pn,Pe,Pw,dP_NE,dP_NW,dP_EW,eq_count_e,eq_count_w,eq_e_30d,eq_w_30d
2022-09-08 11:30:00+00:00,164207.712851818,176562.73925727763,326018.78392463416,1.023967217432015,0.6800995912664285,0.8059737766195761,0.3438676261655864,0.21799344081243877,-0.12587418535314765,0,0,0.0,0.0
2022-09-08 15:30:00+00:00,164207.8132438092,176562.7244780809,326018.4385457451,1.0227908620602788,0.679764987520682,0.8050422248414693,0.34302587453959676,0.21774863721880955,-0.12527723732078722,0,0,0.0,0.0
2022-09-08 19:30:00+00:00,164207.84963753584,176562.6418789917,326018.3416805308,1.0217719500744955,0.6796783315591542,0.8042470679569239,0.34209361851534126,0.2175248821175716,-0.12456873639776966,0,0,0.0,0.0
2022-09-08 23:30:00+00:00,164207.8764866405,176562.8785691474,326018.7566878479,1.020785107333378,0.6797032968442712,0.8035510356607678,0.3410818104891068,0.21723407167261022,-0.12384773881649658,0,0,0.0,0.0
2022-09-09 03:30:00+00:00,164207.89610425787,176563.01979661145,326018.9265854266,1.0198976943464797,0.67985005069415,0.8029716755356444,0.34004764365232965,0.21692601881083529,-0.12312162484149436,0,0,0.0,0.0
2022-09-09 07:30:00+00:00,164207.79333787694,176563.1211412253,326018.9473737841,1.0191112129766775,0.6801666657315344,0.802562178361288,0.3389445472451431,0.21654903461538955,-0.12239551262975357,0,0,0.0,0.0
2022-09-09 11:30:00+00:00,164207.80131963262,176563.10993039358,326019.01690784225,1.0183530103928156,0.6806118927119704,0.8022786750385478,0.33774111768084514,0.2160743353542678,-0.12166678232657735,0,0,0.0,0.0
2022-09-09 15:30:00+00:00,164207.82299239366,176563.13441116246,326018.88129354926,1.017660333097849,0.6811815392892328,0.8021226053157134,0.33647879380861634,0.21553772778213565,-0.12094106602648069,0,0,0.0,0.0
2022-09-09 19:30:00+00:00,164207.79122525017,176563.18870498895,326018.89483781694,1.0170743405594989,0.6818487552652128,0.8020714921576177,0.33522558529428603,0.2150028484018811,-0.12022273689240492,0,0,0.0,0.0
2022-09-09 23:30:00+00:00,164207.63657051654,176563.34324759978,326019.1277132311,1.0165400048949722,0.6825369350917243,0.8020592557408742,0.3340030698032479,0.21448074915409798,-0.11952232064914992,0,0,0.0,0.0
